"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"61603333","06/25/2024 02:42:37 PM","06/28/2024 04:54:15 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11231","767 HICKS STREET","HICKS STREET","HUNTINGTON STREET","WEST    9 STREET","HUNTINGTON STREET","WEST    9 STREET","ADDRESS","BROOKLYN","HICKS STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/28/2024 07:49:11 AM","06 BROOKLYN","3005350001","BROOKLYN","982,945","185,854","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67680295889","-74.00470478285","(40.676802958888075, -74.00470478284981)"
"61592693","06/24/2024 11:47:46 AM","07/13/2024 12:49:18 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Gutter","10027","64 WEST  124 STREET","WEST  124 STREET","MOUNT MORRIS PARK WEST","LENOX AVENUE","MOUNT MORRIS PARK WEST","LENOX AVENUE","ADDRESS","NEW YORK","WEST  124 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/25/2024 01:45:09 PM","10 MANHATTAN","1017210063","MANHATTAN","999,511","233,156","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.8066220549","-73.94487376788","(40.80662205489753, -73.94487376787566)"
"61591095","06/24/2024 11:24:25 AM","07/13/2024 12:49:31 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10026","37 WEST  116 STREET","WEST  116 STREET","5 AVENUE","LENOX AVENUE","5 AVENUE","LENOX AVENUE","ADDRESS","NEW YORK","WEST  116 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/25/2024 01:37:20 PM","10 MANHATTAN","1016000015","MANHATTAN","998,566","231,270","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80144708587","-73.94829134531","(40.80144708586512, -73.94829134530924)"
"61588018","06/24/2024 07:59:41 AM","07/06/2024 02:59:50 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10028","EAST   81 STREET","EAST   81 STREET","EAST   81 STREET","LEXINGTON AVENUE","EAST   81 STREET","LEXINGTON AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/25/2024 07:48:04 AM","08 MANHATTAN",,"MANHATTAN","995,900","222,098","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7762763267","-73.95793670646","(40.776276326697975, -73.95793670645892)"
"61592694","06/24/2024 07:51:52 AM","07/11/2024 09:55:05 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10009","AVENUE A","AVENUE A","AVENUE A","EAST    6 STREET","AVENUE A","EAST    6 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/24/2024 12:39:47 PM","03 MANHATTAN",,"MANHATTAN","988,696","203,586","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.72547212574","-73.9839595856","(40.72547212574423, -73.98395958560222)"
"61594377","06/24/2024 07:42:18 AM","07/06/2024 02:59:50 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10028","EAST   81 STREET","EAST   81 STREET","EAST   81 STREET","LEXINGTON AVENUE","EAST   81 STREET","LEXINGTON AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/25/2024 07:48:04 AM","08 MANHATTAN",,"MANHATTAN","995,900","222,098","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7762763267","-73.95793670646","(40.776276326697975, -73.95793670645892)"
"61595859","06/24/2024 07:21:45 AM","07/05/2024 11:05:21 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10001","56 WEST   35 STREET","WEST   35 STREET","5 AVENUE","AVENUE OF THE AMERICAS","5 AVENUE","AVENUE OF THE AMERICAS","ADDRESS","NEW YORK","WEST   35 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/24/2024 09:37:49 PM","05 MANHATTAN","1008360010","MANHATTAN","988,130","212,485","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74989794381","-73.98599648507","(40.74989794381453, -73.98599648506749)"
"61591202","06/24/2024 06:16:55 AM","07/06/2024 02:59:49 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10028","EAST   81 STREET","EAST   81 STREET","EAST   81 STREET","LEXINGTON AVENUE","EAST   81 STREET","LEXINGTON AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/25/2024 07:48:04 AM","08 MANHATTAN",,"MANHATTAN","995,900","222,098","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7762763267","-73.95793670646","(40.776276326697975, -73.95793670645892)"
"61582025","06/23/2024 07:02:52 PM","06/28/2024 02:55:50 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10035","88 EAST  127 STREET","EAST  127 STREET","MADISON AVENUE","PARK AVENUE","MADISON AVENUE","PARK AVENUE","ADDRESS","NEW YORK","EAST  127 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/24/2024 01:33:31 PM","11 MANHATTAN","1017517501","MANHATTAN","1,001,234","233,142","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80658048463","-73.93864993405","(40.806580484634694, -73.9386499340544)"
"61578292","06/23/2024 08:55:47 AM","06/28/2024 02:39:11 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10014","CORNELIA STREET","CORNELIA STREET","CORNELIA STREET","WEST    4 STREET","CORNELIA STREET","WEST    4 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/23/2024 09:46:29 PM","02 MANHATTAN",,"MANHATTAN","983,927","205,882","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.7317751967","-74.00116543947","(40.731775196703985, -74.00116543947316)"
"61574560","06/23/2024 08:44:53 AM","06/24/2024 03:53:05 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11215","503 4 AVENUE","4 AVENUE","12 STREET","13 STREET","12 STREET","13 STREET","ADDRESS","BROOKLYN","4 AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/24/2024 03:31:40 AM","06 BROOKLYN","3010280076","BROOKLYN","986,846","182,659","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.66803311605","-73.99064213761","(40.66803311605092, -73.99064213760623)"
"61568472","06/22/2024 03:33:39 PM","06/24/2024 03:24:27 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10309","27 BROOKSIDE LOOP","BROOKSIDE LOOP","WOODROW ROAD","BEND","WOODROW ROAD","BEND","ADDRESS","STATEN ISLAND","BROOKSIDE LOOP",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/22/2024 11:43:31 PM","03 STATEN ISLAND","5070220065","STATEN ISLAND","924,674","136,262","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.54048314554","-74.21434533672","(40.540483145544655, -74.21434533671749)"
"61570841","06/22/2024 09:37:10 AM","07/13/2024 12:50:17 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Gutter","10027","41 WEST  126 STREET","WEST  126 STREET","5 AVENUE","LENOX AVENUE","5 AVENUE","LENOX AVENUE","ADDRESS","NEW YORK","WEST  126 STREET",,"Closed",,"The Department of Sanitation cleaned the location.","06/24/2024 01:09:59 PM","10 MANHATTAN","1017240018","MANHATTAN","999,992","233,540","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.8076751847","-73.94313538559","(40.80767518469673, -73.94313538559145)"
"61563499","06/21/2024 01:48:59 PM","06/26/2024 03:14:34 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11216","16 MACON STREET","MACON STREET","ARLINGTON PLACE","NOSTRAND AVENUE","ARLINGTON PLACE","NOSTRAND AVENUE","ADDRESS","BROOKLYN","MACON STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/22/2024 11:46:46 AM","03 BROOKLYN",,"BROOKLYN","997,978","187,376","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.68096995519","-73.95050475236","(40.68096995518715, -73.95050475236424)"
"61560633","06/21/2024 11:32:15 AM","06/22/2024 01:56:57 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10474","GARRISON AVENUE","GARRISON AVENUE","GARRISON AVENUE","MANIDA STREET","GARRISON AVENUE","MANIDA STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/22/2024 07:07:24 AM","02 BRONX",,"BRONX","1,014,592","237,589","PHONE","Unspecified","BRONX",,,,,,,,"40.81875047477","-73.89037774053","(40.81875047476996, -73.89037774053052)"
"61549016","06/20/2024 04:58:59 PM","06/24/2024 03:52:38 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11231","767 HICKS STREET","HICKS STREET","HUNTINGTON STREET","WEST    9 STREET","HUNTINGTON STREET","WEST    9 STREET","ADDRESS","BROOKLYN","HICKS STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/22/2024 10:48:54 AM","06 BROOKLYN","3005350001","BROOKLYN","982,945","185,854","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67680295889","-74.00470478285","(40.676802958888075, -74.00470478284981)"
"61536554","06/19/2024 04:26:31 PM","06/28/2024 12:58:48 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Traffic Island or Median","10040","600 WEST  190 STREET","WEST  190 STREET","ST NICHOLAS AVENUE","WADSWORTH AVENUE","ST NICHOLAS AVENUE","WADSWORTH AVENUE","ADDRESS","NEW YORK","WEST  190 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/20/2024 12:32:41 PM","12 MANHATTAN","1021680074","MANHATTAN","1,003,661","250,777","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.85497848522","-73.9298320354","(40.85497848521712, -73.92983203540028)"
"61536642","06/19/2024 12:37:26 PM","07/13/2024 10:44:49 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10027","228 WEST  126 STREET","WEST  126 STREET","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADDRESS","NEW YORK","WEST  126 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/21/2024 06:21:14 AM","10 MANHATTAN","1019317501","MANHATTAN","998,398","234,414","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.81007676857","-73.9488915269","(40.810076768570895, -73.94889152689764)"
"61535372","06/19/2024 11:05:42 AM","06/22/2024 11:48:45 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11237","IRVING AVENUE","IRVING AVENUE","IRVING AVENUE","PALMETTO STREET","IRVING AVENUE","PALMETTO STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/20/2024 12:50:21 PM","04 BROOKLYN",,"BROOKLYN","1,008,497","193,582","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.6979814253","-73.91255699117","(40.69798142529792, -73.91255699116702)"
"61512002","06/17/2024 06:34:33 PM","06/18/2024 07:09:43 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10011","6 AVENUE","6 AVENUE","6 AVENUE","WEST   14 STREET","6 AVENUE","WEST   14 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","06/18/2024 07:09:42 AM","02 MANHATTAN",,"MANHATTAN","985,126","207,917","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73736073291","-73.99683897659","(40.73736073291079, -73.99683897658859)"
"61515013","06/17/2024 05:01:10 PM","06/28/2024 02:18:05 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10019","7 AVENUE","7 AVENUE","7 AVENUE","WEST   55 STREET","7 AVENUE","WEST   55 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/18/2024 10:49:02 AM","05 MANHATTAN",,"MANHATTAN","989,519","217,704","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.7642220484","-73.98097928117","(40.76422204840166, -73.9809792811693)"
"61518018","06/17/2024 12:13:08 PM","06/27/2024 09:55:28 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Gutter","10014","10 MORTON STREET","MORTON STREET","BLEECKER STREET","7 AVENUE SOUTH","BLEECKER STREET","7 AVENUE SOUTH","ADDRESS","NEW YORK","MORTON STREET",,"Closed",,"The Department of Sanitation removed the items.","06/17/2024 10:03:26 PM","02 MANHATTAN","1005860057","MANHATTAN","983,271","205,721","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.7313332429","-74.00353237671","(40.731333242899176, -74.00353237670966)"
"61516534","06/17/2024 11:31:40 AM","06/20/2024 03:01:30 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10457","CLAY AVENUE","CLAY AVENUE","CLAY AVENUE","EAST  174 STREET","CLAY AVENUE","EAST  174 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation cleaned the location.","06/18/2024 03:25:26 AM","04 BRONX",,"BRONX","1,010,577","246,998","PHONE","Unspecified","BRONX",,,,,,,,"40.84458833984","-73.90484654915","(40.844588339839746, -73.90484654915383)"
"61499329","06/16/2024 05:12:15 PM","06/28/2024 12:54:05 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10040","4754 BROADWAY","BROADWAY","RIVERSIDE DRIVE","DYCKMAN STREET","RIVERSIDE DRIVE","DYCKMAN STREET","ADDRESS","NEW YORK","BROADWAY",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/17/2024 04:03:51 AM","12 MANHATTAN","1021750049","MANHATTAN","1,004,329","254,593","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.86545075985","-73.92740588117","(40.86545075985232, -73.9274058811725)"
"61499330","06/16/2024 12:16:41 PM","06/17/2024 03:01:01 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","233 SKILLMAN AVENUE","SKILLMAN AVENUE","WOODPOINT ROAD","KINGSLAND AVENUE","WOODPOINT ROAD","KINGSLAND AVENUE","ADDRESS","BROOKLYN","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/17/2024 08:05:10 AM","01 BROOKLYN","3028840142","BROOKLYN","1,000,487","200,230","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.71624693268","-73.94142776025","(40.71624693267791, -73.94142776024825)"
"61493853","06/15/2024 09:12:30 PM","06/17/2024 06:46:25 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10312","29 SOUTH RAILROAD STREET","SOUTH RAILROAD STREET","EAST TENAFLY AVENUE","PEDESTRIAN OVERPASS","EAST TENAFLY AVENUE","PEDESTRIAN OVERPASS","ADDRESS","STATEN ISLAND","SOUTH RAILROAD STREET",,"Closed",,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","06/17/2024 06:46:25 AM","03 STATEN ISLAND","5062490433","STATEN ISLAND","934,742","136,022","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.53988629892","-74.17812056667","(40.53988629891997, -74.17812056666578)"
"61495156","06/15/2024 04:10:57 PM","06/21/2024 02:14:29 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","494 BROADWAY","BROADWAY","JOHNSON AVENUE","HEYWARD STREET","JOHNSON AVENUE","HEYWARD STREET","ADDRESS","BROOKLYN","BROADWAY",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/20/2024 07:30:18 AM","01 BROOKLYN","3022280028","BROOKLYN","997,923","196,384","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.70569491228","-73.95068476642","(40.70569491227643, -73.95068476641868)"
"61479195","06/14/2024 03:09:10 PM","07/11/2024 12:37:34 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10036","600 WEST   45 STREET","WEST   45 STREET","11 AVENUE","12 AVENUE","11 AVENUE","12 AVENUE","ADDRESS","NEW YORK","WEST   45 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/16/2024 12:22:46 PM","04 MANHATTAN","1010920036","MANHATTAN","985,019","217,212","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76287317189","-73.99722402041","(40.762873171894036, -73.99722402041334)"
"61476719","06/14/2024 02:19:48 PM","06/15/2024 12:17:08 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10003","39 EAST    2 STREET","EAST    2 STREET","BOND STREET","2 AVENUE","BOND STREET","2 AVENUE","ADDRESS","NEW YORK","EAST    2 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/15/2024 04:52:34 AM","03 MANHATTAN",,"MANHATTAN","986,841","203,432","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.72505017098","-73.9906521704","(40.7250501709811, -73.99065217039934)"
"61482871","06/14/2024 08:35:46 AM","06/15/2024 12:48:00 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11220","4 AVENUE","4 AVENUE","4 AVENUE","51 STREET","4 AVENUE","51 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/14/2024 02:26:43 PM","07 BROOKLYN",,"BROOKLYN","980,598","174,599","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64590981131","-74.01316008553","(40.64590981130711, -74.01316008552666)"
"61481668","06/14/2024 08:24:07 AM","06/15/2024 01:54:31 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10308","DEWEY AVENUE","DEWEY AVENUE","DEWEY AVENUE","MILES AVENUE","DEWEY AVENUE","MILES AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/15/2024 12:47:59 PM","03 STATEN ISLAND",,"STATEN ISLAND","942,791","141,513","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.55499930276","-74.14919547231","(40.55499930275948, -74.14919547231331)"
"61465825","06/13/2024 08:41:07 PM","06/22/2024 07:58:37 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10035","1987 MADISON AVENUE","MADISON AVENUE","EAST  126 STREET","EAST  127 STREET","EAST  126 STREET","EAST  127 STREET","ADDRESS","NEW YORK","MADISON AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/13/2024 08:41:17 PM","11 MANHATTAN","1017510052","MANHATTAN","1,000,909","233,240","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.8068500863","-73.93982366432","(40.80685008629651, -73.93982366432095)"
